Name,height,weight,birthdate,experience,bmi
pascal siakam,80.0,245.0,1994-04-02,9,26.91171875
jarrod uthoff,81.0,220.0,1993-05-19,3,23.572626124066453
isaiah whitehead,76.0,213.0,1995-03-08,3,25.924342105263158
troy williams,79.0,218.0,1994-12-30,4,24.556000640922928
furkan korkmaz,79.0,202.0,1997-07-24,7,22.753725364524914
timothe luwawu-cabarrot,79.0,215.0,1995-05-09,7,24.218074026598302
ante zizic,82.0,266.0,1997-01-04,4,27.810529446757883
yogi ferrell,72.0,178.0,1993-05-09,6,24.138503086419753
damion lee,78.0,210.0,1992-10-21,8,24.265285996055226
sheldon mac,78.0,200.0,1992-12-21,2,23.109796186719265
alex poythress,81.0,235.0,1993-09-06,4,25.17985063252553
tim quarterman,78.0,190.0,1994-10-27,2,21.9543063773833
isaiah taylor,75.0,170.0,1994-07-11,3,21.246222222222222
tyrone wallace,77.0,198.0,1994-06-10,4,23.476808905380334
james webb iii,81.0,202.0,1993-08-19,1,21.64395671391556
juancho hernangomez,81.0,214.0,1995-09-28,7,22.929736320682824
guerschon yabusele,79.0,265.0,1995-12-17,3,29.850184265342094
ivica zubac,84.0,240.0,1997-03-18,9,23.91156462585034
dorian finney-smith,79.0,220.0,1993-05-04,9,24.78128505047268
fred vanvleet,72.0,197.0,1994-02-25,9,26.71508487654321
georgios papagiannis,85.0,240.0,1997-07-03,2,23.352249134948096
paul zipser,80.0,226.0,1994-02-18,2,24.8246875
abdel nader,77.0,225.0,1993-09-25,5,26.678191937932198
shawn long,81.0,255.0,1993-01-29,2,27.3228166438043
daniel ochefu,83.0,245.0,1993-12-15,2,25.001451589490493
marshall plumlee,84.0,250.0,1992-07-14,2,24.907879818594104
mindaugas kuzminskas,81.0,215.0,1989-10-19,2,23.03688462124676
nicolas brussino,80.0,195.0,1993-03-02,2,21.41953125
ryan arcidiacono,75.0,195.0,1994-03-26,7,24.370666666666665
bryn forbes,74.0,205.0,1993-07-23,7,26.31756756756757
okaro white,80.0,205.0,1992-08-13,4,22.51796875
matt costello,82.0,240.0,1993-08-05,2,25.09220701963117
kyle collinsworth,78.0,210.0,1991-10-03,2,24.265285996055226
mike tobey,84.0,260.0,1994-10-10,1,25.90419501133787
danuel house jr.,78.0,220.0,1993-06-07,8,25.42077580539119
jameel warney,80.0,260.0,1994-01-31,1,28.559375
patricio garino,78.0,203.0,1993-05-17,2,23.456443129520054
marcus georges-hunt,77.0,226.0,1994-03-28,3,26.796761679878564
nicolas laprovittola,76.0,180.0,1990-01-31,1,21.907894736842106
jalen jones,79.0,220.0,1993-05-27,3,24.78128505047268
derrick jones jr.,78.0,210.0,1997-02-15,9,24.265285996055226
shaquille harrison,76.0,195.0,1993-10-06,7,23.73355263157895
alex caruso,77.0,186.0,1994-02-28,8,22.05397200202395
josh gray,72.0,180.0,1993-09-09,3,24.40972222222222
myke henry,78.0,210.0,1992-12-23,2,24.265285996055226
david nwaba,77.0,219.0,1993-01-14,7,25.966773486254006
alfonzo mckinnie,79.0,215.0,1992-09-17,5,24.218074026598302
jordan loyd,76.0,210.0,1993-07-27,2,25.55921052631579
gabe york,75.0,190.0,1993-08-02,3,23.74577777777778
mitchell creek,78.0,225.0,1992-04-27,2,25.99852071005917
markelle fultz,76.0,209.0,1998-05-29,8,25.4375
lonzo ball,77.0,190.0,1997-10-27,8,22.528250969809413
josh jackson,80.0,207.0,1997-02-10,6,22.73765625
de'aaron fox,75.0,185.0,1997-12-20,8,23.12088888888889
jayson tatum,80.0,210.0,1998-03-03,8,23.0671875
malik monk,75.0,200.0,1998-02-04,8,24.995555555555555
jonathan isaac,82.0,230.0,1997-10-03,8,24.046698393813205
dennis smith jr.,75.0,205.0,1997-11-25,8,25.620444444444445
frank ntilikina,76.0,200.0,1998-07-28,7,24.342105263157894
lauri markkanen,85.0,240.0,1997-05-22,8,23.352249134948096
donovan mitchell,74.0,215.0,1996-09-07,8,27.60135135135135
luke kennard,77.0,206.0,1996-06-24,8,24.425366840951256
zach collins,81.0,240.0,1997-11-19,8,25.715592135345222
john collins,81.0,226.0,1997-09-23,8,24.215515927450085
justin jackson,80.0,220.0,1995-03-28,7,24.165625
justin patton,83.0,241.0,1997-06-14,4,24.593264624764117
og anunoby,79.0,240.0,1997-07-17,8,27.034129145970198
harry giles iii,82.0,240.0,1998-04-22,5,25.09220701963117
jarrett allen,81.0,243.0,1998-04-21,8,26.037037037037038
t.j. leaf,82.0,222.0,1997-04-30,5,23.210291493158834
bam adebayo,81.0,255.0,1997-07-18,8,27.3228166438043
terrance ferguson,78.0,190.0,1998-05-17,4,21.9543063773833
d.j. wilson,82.0,231.0,1996-02-19,6,24.151249256395005
isaiah hartenstein,84.0,250.0,1998-05-05,7,24.907879818594104
jawun evans,72.0,190.0,1996-07-26,3,25.765817901234566
anzejs pasecniks,85.0,229.0,1995-12-20,3,22.281937716262977
jordan bell,79.0,216.0,1995-01-07,6,24.330716231373177
tony bradley,82.0,248.0,1998-01-08,7,25.928613920285546
ivan rabb,82.0,220.0,1997-02-04,3,23.001189767995243
kyle kuzma,80.0,221.0,1995-07-24,8,24.27546875
semi ojeleye,78.0,240.0,1994-12-05,5,27.731755424063117
derrick white,76.0,190.0,1994-07-02,8,23.125
frank jackson,75.0,205.0,1998-05-04,5,25.620444444444445
caleb swanigan,81.0,260.0,1997-04-18,4,27.85855814662399
josh hart,77.0,215.0,1995-03-06,8,25.492494518468543
johnathan motley,80.0,230.0,1995-05-04,4,25.2640625
dwayne bacon,78.0,221.0,1995-08-30,5,25.536324786324787
pj dozier,78.0,205.0,1996-10-25,6,23.687541091387246
alec peters,81.0,235.0,1995-04-13,1,25.17985063252553
edmond sumner,76.0,196.0,1995-12-31,6,23.855263157894736
wes iwundu,78.0,195.0,1994-12-20,6,22.53205128205128
frank mason iii,71.0,190.0,1994-04-03,5,26.496726839912714
jonah bolden,80.0,225.0,1996-01-02,2,24.71484375
sindarius thornwell,76.0,215.0,1994-11-15,5,26.167763157894736
dillon brooks,79.0,225.0,1996-01-22,8,25.34449607434706
tyler dorsey,76.0,180.0,1996-02-18,3,21.907894736842106
jaron blossomgame,80.0,220.0,1993-09-16,2,24.165625
thomas bryant,81.0,248.0,1997-07-31,8,26.572778539856728
cameron oliver,80.0,239.0,1996-07-11,2,26.25265625
monte morris,74.0,183.0,1995-06-27,8,23.493243243243242
devin robinson,80.0,200.0,1995-03-07,3,21.96875
damyean dotson,77.0,210.0,1994-05-06,5,24.899645808736718
kobi simmons,77.0,180.0,1997-07-04,4,21.34255355034576
sterling brown,77.0,219.0,1995-02-10,6,25.966773486254006
sasha vezenkov,80.0,225.0,1995-08-06,2,24.71484375
vlatko cancar,80.0,236.0,1997-04-10,7,25.923125
nigel williams-goss,74.0,190.0,1994-09-16,2,24.39189189189189
davon reed,77.0,206.0,1995-06-11,4,24.425366840951256
chance comanche,82.0,210.0,1996-04-14,2,21.955681142177276
luke kornet,85.0,250.0,1995-07-15,8,24.325259515570934
isaiah hicks,81.0,230.0,1994-07-24,3,24.64410912970584
kadeem allen,73.0,200.0,1993-01-15,3,26.383936948770877
jabari bird,78.0,198.0,1994-07-03,2,22.87869822485207
chris boucher,80.0,200.0,1993-01-11,8,21.96875
eric mika,82.0,233.0,1995-01-05,1,24.360350981558597
jacob wiley,80.0,223.0,1994-09-04,1,24.49515625
milos teodosic,77.0,196.0,1987-03-19,2,23.239669421487605
tyler cavanaugh,81.0,238.0,1994-02-09,3,25.501295534217345
daniel theis,80.0,245.0,1992-04-04,7,26.91171875
maxi kleber,82.0,240.0,1992-01-29,8,25.09220701963117
antonio blakeney,76.0,192.0,1996-10-04,3,23.36842105263158
torrey craig,77.0,221.0,1990-12-19,9,26.203912970146735
derrick walton jr.,72.0,185.0,1995-04-03,3,25.087770061728396
gian clavell,76.0,185.0,1993-11-26,1,22.51644736842105
milton doyle,76.0,180.0,1993-10-31,2,21.907894736842106
antonius cleveland,77.0,195.0,1994-02-02,3,23.12109967954124
nigel hayes,79.0,254.0,1994-12-16,1,28.611120012818457
jamel artis,79.0,213.0,1993-01-12,2,23.99278961704855
xavier rathan-mayes,76.0,208.0,1994-04-29,1,25.31578947368421
london perrantes,74.0,190.0,1994-10-03,2,24.39189189189189
andrew white iii,79.0,210.0,1993-06-16,2,23.65486300272392
naz mitrou-long,75.0,218.0,1993-08-03,4,27.245155555555556
isaiah briscoe,75.0,215.0,1996-04-13,1,26.87022222222222
amile jefferson,81.0,222.0,1993-05-07,3,23.78692272519433
jaylen morris,77.0,185.0,1995-09-19,3,21.935402260077584
mychal mulder,75.0,195.0,1994-06-12,4,24.370666666666665
amida brimah,82.0,230.0,1994-02-11,2,24.046698393813205
craig sword,75.0,196.0,1994-01-16,2,24.495644444444444
dusty hannahs,75.0,210.0,1993-09-02,3,26.245333333333335
billy garrett,78.0,215.0,1994-10-16,2,24.843030900723207
rodney purvis,76.0,205.0,1994-02-14,2,24.950657894736842
paul watson,78.0,210.0,1994-12-30,4,24.265285996055226
aaron jackson,75.0,183.0,1986-05-06,1,22.870933333333333
rawle alkins,77.0,225.0,1997-10-29,2,26.678191937932198
grayson allen,75.0,198.0,1995-10-08,7,24.7456
kostas antetokounmpo,82.0,200.0,1997-11-20,4,20.91017251635931
udoka azubuike,83.0,270.0,1999-09-17,5,27.552620119030337
marvin bagley iii,82.0,235.0,1999-03-14,7,24.56945270672219
mo bamba,84.0,231.0,1998-05-12,7,23.014880952380953
keita bates-diop,80.0,229.0,1996-01-23,7,25.15421875
brian bowen ii,78.0,190.0,1998-10-02,3,21.9543063773833
mikal bridges,78.0,209.0,1996-08-30,7,24.14973701512163
miles bridges,79.0,225.0,1998-03-21,6,25.34449607434706
bruce brown,76.0,202.0,1996-08-15,7,24.585526315789473
troy brown jr.,79.0,215.0,1999-07-28,7,24.218074026598302
jalen brunson,74.0,190.0,1996-08-31,7,24.39189189189189
jevon carter,72.0,190.0,1995-09-14,7,25.765817901234566
wendell carter jr.,82.0,270.0,1999-04-16,7,28.22873289708507
hamidou diallo,77.0,202.0,1998-07-31,6,23.951087873165797
donte divincenzo,76.0,203.0,1997-01-31,7,24.707236842105264
jacob evans,76.0,210.0,1997-06-18,3,25.55921052631579
bruno fernando,81.0,240.0,1998-08-15,5,25.715592135345222
melvin frazier jr.,77.0,215.0,1996-08-30,4,25.492494518468543
shai gilgeous-alexander,78.0,195.0,1998-07-12,7,22.53205128205128
devonte' graham,73.0,195.0,1995-02-22,7,25.724338525051603
devon hall,77.0,215.0,1995-07-07,2,25.492494518468543
kevin hervey,81.0,230.0,1996-07-09,2,24.64410912970584
aaron holiday,72.0,185.0,1996-09-30,7,25.087770061728396
kevin huerter,78.0,190.0,1998-08-27,7,21.9543063773833
chandler hutchison,78.0,210.0,1996-04-26,4,24.265285996055226
jaren jackson jr.,82.0,242.0,1999-09-15,7,25.301308744794763
alize johnson,80.0,212.0,1996-04-22,6,23.286875
kevin knox ii,80.0,215.0,1999-08-11,8,23.61640625
caleb martin,77.0,205.0,1995-09-28,6,24.306797099004893
cody martin,78.0,205.0,1995-09-28,6,23.687541091387246
yante maten,80.0,240.0,1996-08-14,2,26.3625
de'anthony melton,74.0,200.0,1998-05-28,7,25.675675675675677
chimezie metu,82.0,225.0,1997-03-22,7,23.523944080904222
shake milton,77.0,205.0,1996-09-26,8,24.306797099004893
svi mykhailiuk,79.0,205.0,1997-06-10,7,23.091651978849544
jontay porter,82.0,240.0,1999-11-15,2,25.09220701963117
josh okogie,76.0,213.0,1998-09-01,7,25.924342105263158
jerome robinson,77.0,190.0,1997-02-22,5,22.528250969809413
michael porter jr.,82.0,218.0,1998-06-29,6,22.792088042831647
mitchell robinson,84.0,240.0,1998-04-01,7,23.91156462585034
collin sexton,75.0,190.0,1999-01-04,7,23.74577777777778
landry shamet,77.0,190.0,1997-03-13,7,22.528250969809413
anfernee simons,75.0,200.0,1999-06-08,7,24.995555555555555
zhaire smith,75.0,205.0,1999-06-04,3,25.620444444444445
omari spellman,80.0,245.0,1997-07-21,3,26.91171875
gary trent jr.,77.0,204.0,1999-01-18,7,24.188227357058526
khyri thomas,75.0,210.0,1996-05-08,4,26.245333333333335
allonzo trier,76.0,200.0,1996-01-17,2,24.342105263157894
jarred vanderbilt,80.0,214.0,1999-04-03,7,23.5065625
lonnie walker iv,76.0,204.0,1998-12-14,8,24.82894736842105
moritz wagner,83.0,245.0,1997-04-26,7,25.001451589490493
kenrich williams,79.0,210.0,1994-12-02,7,23.65486300272392
p.j. washington,79.0,230.0,1998-08-23,6,25.90770709822144
trae young,74.0,164.0,1998-09-19,7,21.054054054054053
deandre ayton,84.0,252.0,1998-07-23,7,25.107142857142858
theo pinson,79.0,212.0,1995-11-05,6,23.880147412273676
luka doncic,80.0,230.0,1999-02-28,7,25.2640625
ray spalding,81.0,225.0,1997-03-11,3,24.108367626886146
carsen edwards,71.0,200.0,1998-03-12,4,27.891291410434437
bonzie colson,78.0,225.0,1996-01-12,2,25.99852071005917
ga bitadze,83.0,250.0,1999-07-20,6,25.51168529539846
vincent edwards,80.0,225.0,1996-04-05,2,24.71484375
oshae brissett,79.0,210.0,1998-06-20,5,23.65486300272392
terence davis,76.0,201.0,1997-05-16,6,24.463815789473685
robert williams iii,81.0,249.0,1997-10-17,7,26.679926840420666
dzanan musa,81.0,217.0,1999-05-08,3,23.251181222374637
elie okobo,75.0,190.0,1997-10-23,3,23.74577777777778
deng adel,79.0,200.0,1997-02-01,2,22.528440954975164
rui hachimura,80.0,230.0,1998-02-08,6,25.2640625
ky bowman,73.0,187.0,1997-06-16,2,24.668981047100768
rodions kurucs,81.0,228.0,1998-02-05,3,24.429812528577962
tyler cook,80.0,255.0,1997-09-23,4,28.01015625
isaac bonga,80.0,180.0,1999-11-08,5,19.771875
marcus derrickson,79.0,249.0,1996-02-01,2,28.04790898894408
elijah bryant,77.0,210.0,1995-04-19,2,24.899645808736718
brandon sampson,77.0,184.0,1997-05-01,2,21.816832518131218
jack mcveigh,80.0,215.0,1996-06-27,2,23.61640625
gary clark,78.0,225.0,1994-11-16,5,25.99852071005917
jock landale,83.0,255.0,1995-10-25,4,26.02191900130643
kelan martin,77.0,230.0,1995-08-03,4,27.271040647664023
angel delgado,82.0,245.0,1994-11-20,2,25.614961332540155
wenyen gabriel,81.0,205.0,1997-03-26,5,21.965401615607377
jaylen adams,72.0,225.0,1996-05-04,3,30.51215277777778
j.p. macura,76.0,203.0,1995-06-05,2,24.707236842105264
jared terrell,75.0,227.0,1995-02-10,2,28.369955555555556
deonte burton,76.0,240.0,1994-01-31,4,29.210526315789473
duncan robinson,79.0,215.0,1994-04-22,7,24.218074026598302
daryl macon,74.0,185.0,1995-11-29,2,23.75
kendrick nunn,75.0,190.0,1995-08-03,4,23.74577777777778
yuta watanabe,81.0,215.0,1994-10-13,7,23.03688462124676
johnathan williams,81.0,228.0,1995-05-22,3,24.429812528577962
joe chealey,76.0,190.0,1995-11-01,2,23.125
emanuel terry,81.0,220.0,1996-08-21,2,23.572626124066453
ryan broekhoff,78.0,215.0,1990-08-23,3,24.843030900723207
jordan mclaughlin,71.0,185.0,1996-04-09,6,25.799444554651856
brandon goodwin,72.0,180.0,1995-10-02,5,24.40972222222222
bj johnson,78.0,200.0,1995-12-21,3,23.109796186719265
chris chiozza,71.0,175.0,1995-11-21,5,24.404879984130133
jemerrio jones,77.0,175.0,1995-04-09,2,20.74970484061393
gabe vincent,74.0,200.0,1996-06-14,6,25.675675675675677
drew eubanks,82.0,245.0,1997-02-01,7,25.614961332540155
cam reynolds,79.0,225.0,1995-02-07,2,25.34449607434706
juan toscano-anderson,78.0,209.0,1993-04-10,5,24.14973701512163
trayvon palmer,78.0,200.0,1994-11-13,1,23.109796186719265
haywood highsmith,77.0,220.0,1996-12-09,5,26.085343228200372
alen smailagic,82.0,215.0,2000-08-18,3,22.47843545508626
isaac humphries,84.0,260.0,1998-01-05,2,25.90419501133787
dairis bertans,76.0,200.0,1989-09-09,2,24.342105263157894
zylan cheatham,77.0,220.0,1995-11-17,3,26.085343228200372
chris clemons,69.0,180.0,1997-07-23,2,26.578449905482042
amir coffey,79.0,210.0,1997-06-17,6,23.65486300272392
mamadi diakite,81.0,228.0,1997-01-21,5,24.429812528577962
cj elleby,78.0,200.0,2000-06-16,3,23.109796186719265
tacko fall,90.0,311.0,1995-12-10,3,26.991728395061727
robert franks,79.0,225.0,1996-12-18,1,25.34449607434706
jared harper,70.0,175.0,1997-09-14,4,25.107142857142858
dewan hernandez,82.0,235.0,1996-12-09,2,24.56945270672219
daquan jeffries,77.0,222.0,1997-08-30,6,26.3224827120931
terance mann,78.0,215.0,1996-10-18,6,24.843030900723207
andrew nembhard,76.0,191.0,2000-01-16,3,23.24671052631579
reggie perry,80.0,250.0,2000-03-21,3,27.4609375
jalen pickett,74.0,202.0,1999-10-22,2,25.93243243243243
myles powell,74.0,195.0,1997-07-07,2,25.033783783783782
justin robinson,73.0,195.0,1997-10-12,3,25.724338525051603
max strus,77.0,215.0,1996-03-28,6,25.492494518468543
lindell wigginton,73.0,189.0,1998-03-28,3,24.932820416588477
justin wright-foreman,72.0,190.0,1997-10-27,2,25.765817901234566
bol bol,87.0,220.0,1999-11-16,7,20.433346545118244
zion williamson,78.0,284.0,2000-07-06,6,32.81591058514135
rj barrett,78.0,214.0,2000-06-14,6,24.72748191978961
cam reddish,79.0,217.0,1999-09-01,5,24.443358436148053
ja morant,74.0,174.0,1999-08-10,6,22.33783783783784
de'andre hunter,79.0,221.0,1997-12-02,6,24.893927255247558
coby white,76.0,210.0,2000-02-16,6,25.55921052631579
jarrett culver,78.0,195.0,1999-02-20,5,22.53205128205128
brandon clarke,80.0,215.0,1996-09-19,6,23.61640625
sekou doumbouya,81.0,230.0,2000-12-23,4,24.64410912970584
darius garland,73.0,192.0,2000-01-26,6,25.328579470820042
jaxson hayes,84.0,220.0,2000-05-23,6,21.918934240362812
nickeil alexander-walker,77.0,205.0,1998-09-02,6,24.306797099004893
tyler herro,77.0,195.0,2000-01-20,6,23.12109967954124
keldon johnson,78.0,220.0,1999-10-11,6,25.42077580539119
romeo langford,77.0,216.0,1999-10-25,5,25.61106426041491
nassir little,78.0,220.0,2000-02-11,6,25.42077580539119
chuma okeke,79.0,229.0,1998-08-18,6,25.795064893446565
kz okpala,80.0,215.0,1999-04-28,4,23.61640625
kevin porter jr.,77.0,203.0,2000-05-04,5,24.06965761511216
charles bassey,82.0,230.0,2000-10-28,4,24.046698393813205
darius bazley,81.0,216.0,2000-06-12,6,23.144032921810698
jordan bone,74.0,180.0,1997-11-05,2,23.10810810810811
ignas brazdeikis,78.0,221.0,1999-01-08,4,25.536324786324787
moses brown,86.0,258.0,1999-10-13,7,24.523255813953487
nic claxton,83.0,215.0,1999-04-17,6,21.940049354042678
luguentz dort,76.0,220.0,1999-04-19,6,26.776315789473685
devon dotson,73.0,185.0,1999-08-02,4,24.40514167761306
daniel gafford,82.0,265.0,1998-10-01,6,27.705978584176087
quentin grimes,77.0,207.0,2000-05-08,4,24.543936582897622
kyle guy,73.0,167.0,1997-08-11,4,22.03058735222368
jaylen hoard,80.0,216.0,1999-03-30,3,23.72625
talen horton-tucker,76.0,234.0,2000-11-25,7,28.480263157894736
ty jerome,77.0,195.0,1997-07-08,6,23.12109967954124
cameron johnson,80.0,210.0,1996-03-03,6,23.0671875
mfiondu kabengele,82.0,250.0,1997-08-14,4,26.137715645449138
louis king,79.0,205.0,1999-04-06,5,23.091651978849544
jalen lecque,76.0,185.0,2000-06-13,3,22.51644736842105
jalen mcdaniels,81.0,190.0,1998-01-31,7,20.3581771071483
zach norvell jr.,77.0,205.0,1997-12-09,2,24.306797099004893
jaylen nowell,76.0,201.0,1999-07-09,5,24.463815789473685
jordan nwora,80.0,225.0,1998-09-09,5,24.71484375
miye oni,77.0,206.0,1997-08-04,4,24.425366840951256
eric paschall,78.0,255.0,1996-11-04,4,29.464990138067062
jordan poole,76.0,194.0,1999-06-19,6,23.611842105263158
neemias queta,84.0,248.0,1999-07-13,4,24.70861678004535
naz reid,81.0,264.0,1999-08-26,6,28.287151348879743
isaiah roby,80.0,230.0,1998-02-03,5,25.2640625
luka samanic,82.0,227.0,2000-01-09,5,23.733045806067818
admiral schofield,77.0,241.0,1997-03-30,5,28.575307809074044
matisse thybulle,77.0,202.0,1997-03-04,6,23.951087873165797
killian tillie,81.0,220.0,1998-03-05,3,23.572626124066453
tremont waters,70.0,175.0,1998-01-10,3,25.107142857142858
quinndary weatherspoon,75.0,205.0,1996-09-10,4,25.620444444444445
grant williams,79.0,236.0,1998-11-30,6,26.583560326870693
dylan windler,79.0,196.0,1996-09-22,5,22.077872135875662
deividas sirvydis,80.0,190.0,2000-06-10,3,20.8703125
adam mokoka,76.0,190.0,1998-07-18,3,23.125
didi louzada,77.0,188.0,1999-07-02,3,22.29111148591668
justin james,79.0,190.0,1997-01-24,3,21.402018907226406
jarrell brantley,77.0,250.0,1996-06-07,3,29.64243548659133
marques bolden,82.0,249.0,1998-04-17,4,26.033164782867342
armoni brooks,75.0,195.0,1998-06-05,3,24.370666666666665
charlie brown jr.,78.0,199.0,1997-02-02,5,22.99424720578567
devontae cacok,79.0,240.0,1996-10-08,4,27.034129145970198
john konchar,77.0,210.0,1996-03-22,6,24.899645808736718
vic law,79.0,201.0,1995-12-19,2,22.64108315975004
jeremiah martin,74.0,185.0,1996-06-19,3,23.75
garrison mathews,77.0,215.0,1996-10-24,6,25.492494518468543
josh reaves,76.0,214.0,1997-06-04,2,26.04605263157895
rayjon tucker,75.0,209.0,1997-09-24,4,26.120355555555555
dean wade,81.0,228.0,1996-11-20,6,24.429812528577962
kyle alexander,82.0,216.0,1996-10-21,2,22.582986317668055
chris silva,80.0,234.0,1996-09-19,5,25.7034375
vincent poirier,84.0,235.0,1993-10-17,2,23.413407029478456
william howard,80.0,207.0,1993-10-25,2,22.73765625
nicolo melli,81.0,236.0,1991-01-26,3,25.286998933089468
marko guduric,78.0,201.0,1995-03-08,2,23.22534516765286
donta hall,82.0,230.0,1997-08-07,2,24.046698393813205
matt thomas,75.0,190.0,1994-08-04,4,23.74577777777778
javonte green,77.0,205.0,1993-07-23,6,24.306797099004893
dakota mathias,76.0,200.0,1995-07-11,3,24.342105263157894
juwan morgan,79.0,232.0,1997-04-17,4,26.13299150777119
hassani gravett,74.0,187.0,1996-07-16,1,24.006756756756758
matt mooney,74.0,199.0,1995-02-07,2,25.5472972972973
keljin blevins,76.0,200.0,1995-11-24,3,24.342105263157894
xavier moon,72.0,165.0,1995-01-02,4,22.375578703703702
devin cannady,74.0,183.0,1996-05-21,3,23.493243243243242
anthony edwards,76.0,225.0,2001-08-05,5,27.38486842105263
lamelo ball,79.0,180.0,2001-08-22,5,20.27559685947765
james wiseman,83.0,240.0,2001-03-31,5,24.49121788358252
killian hayes,76.0,195.0,2001-07-27,5,23.73355263157895
deni avdija,80.0,228.0,2001-01-03,5,25.044375
obi toppin,81.0,220.0,1998-03-04,5,23.572626124066453
onyeka okongwu,82.0,240.0,2000-12-11,5,25.09220701963117
tyrese haliburton,77.0,185.0,2000-02-29,5,21.935402260077584
devin vassell,77.0,200.0,2000-08-23,5,23.713948389273064
isaac okoro,76.0,225.0,2001-01-26,5,27.38486842105263
patrick williams,78.0,235.0,2001-08-26,5,27.154010519395136
precious achiuwa,80.0,243.0,1999-09-19,5,26.69203125
aaron nesmith,77.0,215.0,1999-10-16,5,25.492494518468543
cole anthony,74.0,185.0,2000-05-15,5,23.75
vernon carey jr.,82.0,270.0,2001-02-25,4,28.22873289708507
theo maledon,76.0,175.0,2001-06-12,4,21.299342105263158
tyrese maxey,74.0,200.0,2000-11-04,5,25.675675675675677
tyrell terry,74.0,160.0,2000-09-28,3,20.54054054054054
saddiq bey,80.0,215.0,1999-04-09,5,23.61640625
r.j. hampton,76.0,175.0,2001-02-07,4,21.299342105263158
josh green,78.0,200.0,2000-11-16,5,23.109796186719265
jaden mcdaniels,81.0,185.0,2000-09-29,5,19.822435604328607
kira lewis jr.,73.0,170.0,2001-04-06,5,22.426346406455245
nico mannion,74.0,190.0,2001-03-14,2,24.39189189189189
jahmi'us ramsey,75.0,190.0,2001-06-09,4,23.74577777777778
daniel oturu,80.0,240.0,1999-09-20,2,26.3625
jalen smith,80.0,244.0,2000-03-16,5,26.801875
elijah hughes,77.0,215.0,1998-03-10,3,25.492494518468543
isaiah stewart,80.0,250.0,2001-05-22,5,27.4609375
zeke nnaji,82.0,240.0,2001-01-09,5,25.09220701963117
immanuel quickley,74.0,190.0,1999-06-17,5,24.39189189189189
paul reed,81.0,210.0,1999-06-14,5,22.50114311842707
leandro bolmaro,78.0,200.0,2000-09-11,2,23.109796186719265
aleksej pokusevski,84.0,210.0,2001-12-26,5,20.922619047619047
isaiah joe,76.0,165.0,1999-07-02,5,20.082236842105264
cassius stanley,77.0,190.0,1999-08-18,2,22.528250969809413
tre jones,73.0,190.0,2000-01-08,5,25.064740101332333
malachi flynn,73.0,185.0,1998-05-09,4,24.40514167761306
payton pritchard,73.0,195.0,1998-01-28,5,25.724338525051603
ashton hagans,75.0,190.0,1999-07-08,3,23.74577777777778
lamar stevens,79.0,230.0,1997-07-09,6,25.90770709822144
jay scrubb,77.0,220.0,2000-09-01,4,26.085343228200372
nate hinton,77.0,210.0,1999-06-08,4,24.899645808736718
nick richards,83.0,245.0,1997-11-29,5,25.001451589490493
omer yurtseven,83.0,275.0,1998-06-19,3,28.06285382493831
markus howard,70.0,175.0,1999-03-03,3,25.107142857142858
karim mane,75.0,190.0,2000-05-16,1,23.74577777777778
xavier tillman,80.0,245.0,1999-01-12,5,26.91171875
jared butler,75.0,193.0,2000-08-25,5,24.12071111111111
cassius winston,73.0,185.0,1998-02-28,3,24.40514167761306
desmond bane,78.0,215.0,1998-06-25,5,24.843030900723207
robert woodard ii,78.0,235.0,1999-09-22,3,27.154010519395136
skylar mays,75.0,205.0,1997-09-05,5,25.620444444444445
josh hall,81.0,190.0,2000-10-08,2,20.3581771071483
mason jones,76.0,200.0,1998-07-21,5,24.342105263157894
jalen harris,77.0,195.0,1998-08-14,2,23.12109967954124
jalen green,76.0,186.0,2002-02-09,4,22.638157894736842
isaiah todd,81.0,219.0,2001-10-17,3,23.465477823502514
daishen nix,76.0,238.0,2002-02-13,3,28.967105263157894
jonathan kuminga,79.0,225.0,2002-10-06,4,25.34449607434706
naji marshall,78.0,220.0,1998-01-24,5,25.42077580539119
nathan knight,80.0,253.0,1997-09-20,4,27.79046875
trent forrest,76.0,210.0,1998-06-12,5,25.55921052631579
anthony lamb,78.0,227.0,1998-01-20,4,26.229618671926364
malik fitts,77.0,230.0,1997-07-04,3,27.271040647664023
saben lee,74.0,183.0,1999-06-23,5,23.493243243243242
sam merrill,76.0,205.0,1996-05-15,5,24.950657894736842
trevelin queen,77.0,190.0,1997-02-25,5,22.528250969809413
ayo dosunmu,76.0,201.0,2000-01-17,4,24.463815789473685
vit krejci,80.0,195.0,2000-06-19,4,21.41953125
sean mcdermott,78.0,195.0,1996-11-03,2,22.53205128205128
jae'sean tate,76.0,230.0,1995-10-28,5,27.99342105263158
anthony gill,79.0,230.0,1992-10-17,5,25.90770709822144
facundo campazzo,70.0,195.0,1991-03-23,3,27.976530612244897
xavier sneed,77.0,215.0,1997-12-21,3,25.492494518468543
brodric thomas,77.0,185.0,1997-01-28,3,21.935402260077584
freddie gillespie,81.0,245.0,1997-06-14,2,26.251333638164915
kylor kelley,84.0,215.0,1997-08-26,2,21.42077664399093
kevon harris,77.0,216.0,1997-06-24,3,25.61106426041491
zavier simpson,72.0,190.0,1997-02-11,2,25.765817901234566
jeff dowtin jr.,75.0,177.0,1997-05-10,5,22.121066666666668
